MSZoning,LotFrontage,LotArea,Street,LotShape,Utilities,Neighborhood,Condition1,BldgType,HouseStyle,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrType,ExterCond,Foundation,BsmtCond,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageCond,PoolArea,SaleType,SaleCondition,SalePrice
RL,70,7728,Pave,Reg,AllPub,NAmes,Norm,Duplex,SLvl,6,1962,1962,Hip,CompShg,Wd Sdng,BrkFace,TA,CBlock,TA,1106,GasA,TA,Y,SBrkr,1,3,1,TA,6,Typ,0,Attchd,1962,Unf,2,540,TA,0,WD,Normal,132500
RL,70,9842,Pave,Reg,AllPub,NAmes,Norm,Duplex,1Story,5,1962,1962,Gable,CompShg,HdBoard,None,TA,Slab,NA,0,GasA,TA,Y,SBrkr,2,2,2,TA,6,Typ,0,CarPort,1962,Unf,2,462,TA,0,WD,Normal,101800
RL,NA,12160,Pave,IR1,AllPub,NAmes,Norm,1Fam,1Story,5,1959,1959,Hip,CompShg,Plywood,BrkFace,TA,CBlock,TA,1188,GasA,Fa,Y,SBrkr,1,3,1,TA,6,Typ,0,Attchd,1959,RFn,2,531,TA,0,COD,Abnorml,142000
RH,55,8525,Pave,Reg,AllPub,SWISU,Norm,1Fam,2Story,6,1911,1950,Gable,CompShg,MetalSd,None,TA,PConc,TA,940,GasA,TA,N,FuseA,1,4,1,TA,7,Typ,0,NA,NA,NA,0,0,NA,0,WD,Abnorml,130000
RL,96,13132,Pave,Reg,AllPub,Crawfor,Norm,1Fam,2Story,5,1914,1950,Gable,CompShg,Wd Sdng,None,TA,BrkTil,TA,747,GasA,Gd,Y,FuseF,1,4,1,TA,9,Typ,0,Detchd,1914,Unf,1,180,Fa,0,WD,Normal,138887
RL,36,2628,Pave,Reg,AllPub,NridgHt,Norm,Twnhs,2Story,5,2003,2003,Gable,CompShg,VinylSd,Stone,TA,PConc,TA,764,GasA,Ex,Y,SBrkr,2,2,1,Gd,6,Typ,0,BuiltIn,2003,RFn,2,474,TA,0,WD,Normal,175500
RL,41,12393,Pave,IR2,AllPub,CollgCr,Norm,1Fam,2Story,5,2004,2005,Gable,CompShg,VinylSd,None,TA,PConc,TA,847,GasA,Ex,Y,SBrkr,2,4,1,Gd,8,Typ,1,BuiltIn,2004,Fin,2,434,TA,0,WD,Normal,195000
RL,63,13072,Pave,Reg,AllPub,SawyerW,RRAe,1Fam,1Story,5,2005,2005,Gable,CompShg,VinylSd,None,TA,PConc,TA,1141,GasA,Ex,Y,SBrkr,1,3,1,TA,6,Typ,0,Detchd,2005,Unf,2,484,TA,0,WD,Abnorml,142500
RL,64,9037,Pave,IR1,AllPub,Timber,Norm,1Fam,1Story,5,2006,2006,Hip,CompShg,VinylSd,BrkFace,TA,PConc,TA,1476,GasA,Ex,Y,SBrkr,2,2,1,Ex,6,Typ,1,Attchd,2006,RFn,2,472,TA,0,WD,Normal,265900
RL,65,8158,Pave,Reg,AllPub,CollgCr,Norm,1Fam,2Story,5,2003,2003,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,884,GasA,Ex,Y,SBrkr,2,3,1,Gd,8,Typ,0,Attchd,2003,RFn,2,543,TA,0,WD,Normal,224900
RL,83,9849,Pave,Reg,AllPub,Somerst,Norm,1Fam,1Story,6,2007,2007,Hip,CompShg,VinylSd,Stone,TA,PConc,TA,1689,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,0,Attchd,2007,RFn,3,954,TA,0,New,Partial,248328
RL,85,10625,Pave,Reg,AllPub,NWAmes,Norm,1Fam,SFoyer,6,1974,1974,Gable,CompShg,Plywood,BrkFace,TA,CBlock,TA,1053,GasA,TA,Y,SBrkr,2,3,1,Gd,6,Typ,2,Attchd,1974,RFn,2,528,TA,0,WD,Family,170000
RL,107,13891,Pave,Reg,AllPub,NridgHt,Norm,1Fam,1Story,5,2006,2006,Gable,CompShg,VinylSd,NA,TA,PConc,Gd,2076,GasA,Ex,Y,SBrkr,2,2,1,Ex,7,Typ,1,Attchd,2006,Fin,3,850,TA,0,New,Partial,465000
RL,NA,11435,Pave,IR1,AllPub,Crawfor,Norm,1Fam,2Story,7,1929,1950,Gable,CompShg,BrkFace,None,TA,PConc,TA,792,GasA,Fa,Y,SBrkr,1,3,1,Gd,7,Typ,2,Detchd,1931,Unf,2,400,TA,0,WD,Normal,230000
RL,78,12090,Pave,Reg,AllPub,NWAmes,Norm,1Fam,SLvl,7,1984,2003,Hip,CompShg,VinylSd,BrkFace,TA,CBlock,TA,585,GasA,Ex,Y,SBrkr,3,3,1,TA,7,Typ,1,BuiltIn,1984,Fin,2,477,TA,0,WD,Abnorml,178000
FV,65,8125,Pave,Reg,AllPub,Somerst,Norm,1Fam,2Story,5,2005,2006,Gable,CompShg,VinylSd,None,TA,PConc,TA,756,GasA,Ex,Y,SBrkr,2,3,1,Gd,6,Typ,0,Attchd,2005,RFn,2,615,TA,0,New,Partial,186500
RL,NA,12328,Pave,IR1,AllPub,Mitchel,Norm,1Fam,SLvl,5,1976,1976,Gable,CompShg,HdBoard,BrkFace,TA,CBlock,TA,1012,GasA,TA,Y,SBrkr,1,3,1,TA,6,Typ,0,Attchd,1976,Unf,3,888,TA,0,WD,Normal,169900
RM,60,9600,Pave,Reg,AllPub,OldTown,Norm,1Fam,2.5Unf,5,1917,1950,Gable,CompShg,AsbShng,None,TA,BrkTil,TA,735,OthW,Fa,N,SBrkr,1,3,1,TA,8,Typ,1,Detchd,1950,Unf,2,396,Fa,0,WD,Normal,129500
RL,60,7200,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,7,1950,1950,Gable,CompShg,MetalSd,None,TA,CBlock,TA,876,GasA,TA,Y,SBrkr,1,3,1,TA,6,Typ,0,Attchd,1950,Unf,1,276,TA,0,WD,Normal,119000
RL,93,11160,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,5,1968,1968,Hip,CompShg,BrkFace,None,TA,CBlock,TA,2110,GasA,Ex,Y,SBrkr,2,3,1,Ex,8,Typ,2,Attchd,1968,Fin,2,522,TA,0,WD,Normal,244000
RL,NA,3136,Pave,IR1,AllPub,NridgHt,Norm,TwnhsE,1Story,5,2003,2003,Gable,CompShg,VinylSd,Stone,TA,PConc,TA,1405,GasA,Ex,Y,SBrkr,2,2,1,Gd,6,Typ,1,Attchd,2003,RFn,2,478,TA,0,WD,Normal,171750
RL,62,9858,Pave,Reg,AllPub,Mitchel,Norm,1Fam,1Story,6,1968,1968,Gable,CompShg,HdBoard,None,TA,CBlock,TA,864,GasA,TA,Y,SBrkr,1,3,1,TA,5,Typ,0,Attchd,1968,RFn,1,288,TA,0,WD,Normal,130000
RL,NA,17542,Pave,IR1,AllPub,Veenker,Norm,1Fam,2Story,7,1974,2003,Gable,CompShg,Wd Sdng,None,TA,CBlock,TA,1192,GasA,TA,Y,SBrkr,2,3,1,Gd,9,Typ,2,Attchd,1974,RFn,2,518,TA,0,WD,Normal,294000
RL,60,6931,Pave,Reg,AllPub,Edwards,Norm,1Fam,2Story,5,2003,2004,Gable,CompShg,VinylSd,Stone,TA,PConc,TA,746,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,1,BuiltIn,2003,Fin,2,397,TA,0,WD,Normal,165400
RM,52,6240,Pave,Reg,AllPub,BrkSide,Norm,1Fam,1.5Fin,6,1931,1950,Gable,CompShg,Wd Sdng,None,TA,BrkTil,Fa,884,GasA,TA,Y,FuseA,1,3,1,TA,6,Typ,1,Detchd,1978,Unf,1,560,TA,0,WD,Normal,127500
RL,91,14303,Pave,IR1,AllPub,NoRidge,Norm,1Fam,1Story,5,1994,1994,Hip,CompShg,HdBoard,BrkFace,TA,PConc,TA,1986,GasA,Ex,Y,SBrkr,2,2,1,Gd,7,Typ,1,Attchd,1994,Fin,2,691,TA,0,WD,Normal,301500
RL,56,4060,Pave,Reg,AllPub,Edwards,Feedr,1Fam,1Story,8,1922,1950,Gable,CompShg,Wd Sdng,None,TA,PConc,TA,864,GasA,Ex,Y,SBrkr,1,2,1,TA,4,Typ,0,NA,NA,NA,0,0,NA,0,WD,Normal,99900
RL,59,9587,Pave,IR1,AllPub,Gilbert,Norm,1Fam,SLvl,5,2005,2005,Gable,CompShg,VinylSd,Stone,TA,PConc,TA,856,GasA,Ex,Y,SBrkr,2,2,1,Gd,5,Typ,0,Attchd,2005,Fin,2,400,TA,0,WD,Normal,190000
RL,65,9750,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,8,1969,1969,Gable,CompShg,HdBoard,None,TA,CBlock,TA,1054,GasA,Gd,Y,SBrkr,1,3,1,TA,6,Typ,0,Attchd,1969,Unf,2,460,TA,0,WD,Normal,151000
RL,NA,24682,Pave,IR3,AllPub,Gilbert,RRAn,1Fam,2Story,5,1999,1999,Gable,CompShg,VinylSd,None,TA,PConc,TA,841,GasA,Ex,Y,SBrkr,2,3,1,TA,7,Typ,1,BuiltIn,1999,Fin,2,502,TA,0,WD,Normal,181000
RL,80,9600,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,6,1956,1956,Hip,CompShg,MetalSd,None,TA,CBlock,TA,1050,GasA,Gd,Y,SBrkr,1,2,1,TA,5,Typ,0,Attchd,1956,Unf,1,338,TA,0,WD,Normal,128900
RL,NA,11250,Pave,Reg,AllPub,ClearCr,Norm,1Fam,1.5Fin,5,1957,1989,Gable,CompShg,Wd Sdng,None,TA,CBlock,TA,1104,GasA,Ex,Y,FuseA,1,5,1,TA,8,Min2,2,Attchd,1957,Unf,1,304,TA,0,WD,Normal,161500
RL,60,13515,Pave,Reg,AllPub,BrkSide,Norm,1Fam,2Story,6,1919,1950,Gambrel,CompShg,Wd Sdng,None,TA,PConc,TA,764,GasA,Ex,Y,FuseA,1,3,1,TA,8,Typ,1,Detchd,1940,Unf,2,520,TA,0,WD,Normal,180500
RH,34,4060,Pave,Reg,AllPub,NAmes,Norm,TwnhsE,1Story,5,1998,1999,Gable,CompShg,MetalSd,None,TA,PConc,TA,1405,GasA,Ex,Y,SBrkr,2,2,1,Gd,5,Typ,0,Attchd,1998,Fin,2,511,TA,0,COD,Abnorml,181000
FV,35,3735,Pave,Reg,AllPub,Somerst,Norm,TwnhsE,2Story,5,1999,1999,Hip,CompShg,MetalSd,BrkFace,TA,PConc,TA,691,GasA,Ex,Y,SBrkr,2,3,1,Gd,6,Typ,0,Detchd,1999,Unf,2,506,TA,0,WD,Normal,183900
RM,60,10120,Pave,IR1,AllPub,OldTown,Feedr,2fmCon,2.5Unf,4,1910,1950,Hip,CompShg,Wd Sdng,None,TA,CBlock,TA,925,GasA,TA,N,FuseF,1,4,2,TA,9,Typ,1,Detchd,1960,Unf,1,308,TA,0,WD,Normal,122000
RL,89,13214,Pave,IR1,AllPub,Timber,Norm,1Fam,1Story,5,2008,2009,Hip,CompShg,Stucco,None,TA,PConc,TA,2002,GasA,Ex,Y,SBrkr,2,3,1,Ex,10,Typ,1,Attchd,2009,Fin,3,746,TA,0,WD,Normal,378500
RL,NA,14100,Pave,IR1,AllPub,Crawfor,Norm,1Fam,1.5Fin,9,1935,1997,Gable,CompShg,Stucco,BrkFace,Gd,CBlock,TA,728,GasA,Ex,Y,SBrkr,3,4,1,Gd,11,Typ,2,BuiltIn,1982,Unf,3,1014,TA,0,WD,Normal,381000
RL,78,11344,Pave,Reg,AllPub,NAmes,Feedr,1Fam,1.5Fin,5,1958,1958,Gable,CompShg,MetalSd,BrkFace,TA,CBlock,TA,874,GasW,TA,Y,FuseA,1,3,1,TA,7,Typ,0,Attchd,1958,Unf,1,315,TA,0,WD,Normal,144000
RL,NA,23595,Pave,Reg,AllPub,ClearCr,Norm,1Fam,1Story,6,1979,1979,Shed,WdShake,Plywood,None,TA,PConc,TA,1332,GasA,TA,Y,SBrkr,0,0,1,Gd,4,Typ,1,Attchd,1979,Fin,2,586,TA,0,WD,Normal,260000
RL,NA,9156,Pave,IR1,AllPub,NWAmes,PosN,1Fam,1Story,7,1968,1968,Hip,CompShg,BrkFace,None,TA,CBlock,TA,1489,GasA,Gd,Y,SBrkr,2,3,1,Gd,7,Typ,1,Attchd,1968,RFn,2,462,TA,0,WD,Normal,185750
RL,NA,13526,Pave,IR1,AllPub,Sawyer,Norm,1Fam,1Story,6,1965,1965,Hip,CompShg,HdBoard,BrkFace,TA,CBlock,TA,935,GasA,TA,Y,SBrkr,1,3,1,TA,5,Typ,0,Attchd,1965,Unf,1,288,TA,0,WD,Normal,137000
RL,124,11512,Pave,IR1,AllPub,Edwards,Norm,1Fam,SLvl,7,1959,2006,Gable,CompShg,Plywood,BrkFace,TA,CBlock,TA,1019,GasA,Gd,Y,SBrkr,1,2,1,Ex,5,Typ,1,Basment,1959,RFn,1,312,TA,0,WD,Normal,177000
RL,53,5362,Pave,Reg,AllPub,Crawfor,Norm,1Fam,1.5Fin,6,1910,2003,Gable,CompShg,Wd Sdng,None,TA,PConc,TA,661,GasA,Ex,Y,SBrkr,2,3,1,TA,8,Typ,1,Detchd,1985,Unf,2,552,TA,0,WD,Normal,139000
RL,95,11345,Pave,Reg,AllPub,NAmes,Feedr,Duplex,2Story,5,1948,1950,Gable,Roll,AsbShng,Stone,TA,CBlock,TA,928,GasA,Gd,Y,FuseA,2,4,2,TA,10,Typ,0,Detchd,1948,Unf,2,400,Fa,0,WD,Normal,137000
RL,NA,12936,Pave,IR1,AllPub,NWAmes,Norm,1Fam,2Story,6,1972,1972,Gable,CompShg,HdBoard,None,TA,CBlock,Gd,723,GasA,TA,Y,SBrkr,1,3,1,TA,6,Typ,1,Attchd,1972,Unf,2,497,TA,0,WD,Normal,162000
RL,NA,17871,Pave,IR1,AllPub,NWAmes,Norm,1Fam,SLvl,5,1967,1976,Gable,CompShg,HdBoard,BrkFace,TA,CBlock,TA,1680,GasA,Fa,Y,SBrkr,1,3,1,TA,7,Typ,1,Attchd,1967,RFn,2,480,TA,0,WD,Normal,197900
RL,75,9473,Pave,Reg,AllPub,CollgCr,Norm,1Fam,2Story,5,2002,2002,Gable,CompShg,VinylSd,NA,TA,PConc,TA,1128,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,1,Attchd,2002,RFn,2,577,TA,0,WD,Normal,237000
C (all),60,7500,Pave,Reg,AllPub,IDOTRR,Norm,1Fam,1.5Fin,4,1920,1950,Gable,CompShg,MetalSd,None,Gd,CBlock,TA,698,GasA,TA,Y,FuseA,1,2,1,TA,6,Typ,0,Detchd,1980,RFn,2,528,TA,0,COD,Abnorml,68400
RL,67,9808,Pave,IR1,AllPub,CollgCr,Norm,1Fam,1Story,5,2002,2002,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,1573,GasA,Ex,Y,SBrkr,2,3,1,Gd,6,Typ,0,Attchd,2002,RFn,2,544,TA,0,WD,Normal,227000
RL,50,8049,Pave,IR1,AllPub,Timber,Norm,1Fam,1Story,5,1990,1990,Hip,CompShg,HdBoard,BrkFace,TA,CBlock,TA,1309,GasA,TA,Y,SBrkr,2,2,1,TA,6,Typ,1,Attchd,1990,Fin,2,484,Gd,0,WD,Normal,180000
RL,61,8800,Pave,IR1,AllPub,CollgCr,Norm,1Fam,1Story,7,1977,2008,Gable,CompShg,HdBoard,None,TA,CBlock,TA,1040,GasA,TA,Y,SBrkr,2,3,1,Gd,5,Typ,0,Detchd,1977,Unf,2,484,TA,0,WD,Normal,150500
RL,94,9400,Pave,Reg,AllPub,Mitchel,Norm,Duplex,2Story,5,1971,1971,Mansard,CompShg,MetalSd,None,TA,CBlock,TA,912,GasA,TA,Y,SBrkr,2,4,2,TA,8,Typ,0,NA,NA,NA,0,0,NA,0,WD,Normal,139000
RL,50,9638,Pave,Reg,AllPub,SWISU,Feedr,1Fam,1.5Fin,7,1919,1990,Gable,CompShg,Wd Sdng,None,TA,PConc,TA,804,GasA,Ex,Y,SBrkr,2,4,1,Gd,10,Min2,1,Detchd,1969,Unf,1,336,TA,0,WD,Normal,169000
RM,50,6000,Pave,Reg,AllPub,BrkSide,Norm,1Fam,1.5Fin,6,1939,1950,Gable,CompShg,MetalSd,None,Fa,CBlock,TA,780,GasA,Ex,Y,FuseF,1,4,1,TA,6,Typ,1,Detchd,1939,Unf,1,280,TA,0,WD,Normal,132500
RL,NA,9790,Pave,Reg,AllPub,NWAmes,Feedr,1Fam,1Story,5,1963,1963,Hip,CompShg,HdBoard,BrkFace,TA,CBlock,TA,1328,GasA,TA,Y,SBrkr,1,3,1,TA,6,Typ,2,Attchd,1963,Unf,2,528,TA,0,WD,Normal,143000
RL,NA,36500,Pave,IR1,AllPub,ClearCr,Norm,1Fam,1Story,5,1964,1964,Gable,CompShg,Wd Sdng,BrkCmn,Gd,CBlock,TA,1624,GasA,Fa,Y,SBrkr,2,4,1,TA,7,Typ,0,Attchd,1964,Unf,2,390,TA,0,WD,Normal,190000
RL,40,5664,Pave,IR1,AllPub,StoneBr,Norm,TwnhsE,1Story,5,2000,2000,Gable,CompShg,CemntBd,None,TA,PConc,TA,1501,GasA,Ex,Y,SBrkr,2,2,1,Ex,5,Typ,1,Attchd,2000,Fin,2,499,TA,0,WD,Normal,278000
RL,86,11065,Pave,IR1,AllPub,NridgHt,Norm,1Fam,2Story,5,2006,2006,Gable,CompShg,VinylSd,Stone,TA,PConc,TA,1085,GasA,Ex,Y,SBrkr,2,3,1,Ex,8,Typ,1,BuiltIn,2006,Fin,3,753,TA,0,New,Partial,281000
RL,NA,14112,Pave,IR1,AllPub,NAmes,Norm,1Fam,SLvl,7,1964,1964,Hip,CompShg,Wd Sdng,BrkFace,TA,PConc,TA,1152,GasA,TA,Y,SBrkr,1,3,1,TA,6,Typ,1,Attchd,1964,RFn,2,484,TA,0,WD,Normal,180500
RM,21,1680,Pave,Reg,AllPub,BrDale,Norm,Twnhs,2Story,7,1972,1972,Gable,CompShg,CemntBd,BrkFace,TA,CBlock,TA,630,GasA,TA,Y,SBrkr,2,3,1,TA,6,Typ,0,Detchd,1972,Unf,1,264,TA,0,WD,Normal,119500
RM,60,6600,Pave,Reg,AllPub,OldTown,Norm,1Fam,2Story,4,1892,1965,Gable,CompShg,Wd Sdng,None,TA,Stone,TA,994,GasA,TA,N,SBrkr,2,4,2,TA,11,Min2,0,Attchd,1985,RFn,1,432,TA,0,WD,Normal,107500
RL,78,10140,Pave,Reg,AllPub,NWAmes,Norm,1Fam,2Story,5,1976,1976,Gable,CompShg,HdBoard,None,TA,PConc,TA,832,GasA,TA,Y,SBrkr,2,4,1,TA,8,Typ,1,Attchd,1976,RFn,2,528,TA,0,WD,Normal,162900
RL,60,8172,Pave,Reg,AllPub,Edwards,Norm,1Fam,1Story,7,1955,1990,Hip,CompShg,WdShing,None,TA,CBlock,TA,864,GasA,TA,Y,SBrkr,1,2,1,TA,5,Typ,0,Detchd,1957,Unf,2,572,TA,0,WD,Normal,115000
RL,70,8400,Pave,Reg,AllPub,NAmes,Feedr,1Fam,1Story,5,1968,1968,Hip,CompShg,HdBoard,BrkFace,TA,CBlock,TA,1052,GasA,Gd,Y,SBrkr,1,3,1,TA,5,Typ,0,Attchd,1968,RFn,1,288,TA,0,WD,Normal,138500
RL,80,8700,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,6,1963,1963,Hip,CompShg,MetalSd,BrkFace,Gd,CBlock,TA,1120,GasA,Gd,Y,SBrkr,2,3,1,TA,6,Typ,0,Attchd,1963,RFn,2,525,TA,0,WD,Normal,155000
RM,35,3675,Pave,Reg,AllPub,Edwards,Norm,TwnhsE,SFoyer,5,2005,2006,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,547,GasA,Gd,Y,SBrkr,2,2,1,TA,5,Typ,0,Basment,2005,Fin,2,525,TA,0,New,Partial,140000
RL,313,63887,Pave,IR3,AllPub,Edwards,Feedr,1Fam,2Story,5,2008,2008,Hip,ClyTile,Stucco,Stone,TA,PConc,TA,6110,GasA,Ex,Y,SBrkr,2,3,1,Ex,12,Typ,3,Attchd,2008,Fin,2,1418,TA,480,New,Partial,160000
RL,75,7500,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,7,1959,1994,Hip,CompShg,BrkFace,None,TA,CBlock,TA,1246,GasA,Ex,Y,SBrkr,1,3,1,Gd,6,Typ,0,Attchd,1959,RFn,1,305,TA,0,WD,Normal,154000
RL,NA,10762,Pave,IR1,AllPub,Gilbert,Norm,1Fam,2Story,5,1999,1999,Gable,CompShg,VinylSd,None,TA,PConc,TA,978,GasA,Ex,Y,SBrkr,2,3,1,Gd,9,Typ,1,Attchd,1999,Fin,2,490,TA,0,WD,Normal,225000
RL,NA,7500,Pave,IR1,AllPub,Crawfor,Norm,1Fam,2Story,7,1942,1950,Gable,CompShg,Wd Sdng,None,TA,CBlock,TA,771,GasA,Fa,Y,SBrkr,1,3,1,Gd,7,Typ,2,Attchd,1942,Unf,1,213,TA,0,WD,Normal,177500
RL,92,10120,Pave,Reg,AllPub,NoRidge,Norm,1Fam,2Story,5,1994,1994,Hip,CompShg,VinylSd,BrkFace,TA,PConc,TA,1165,GasA,Ex,Y,SBrkr,2,4,1,Gd,8,Typ,1,Attchd,1994,RFn,3,844,TA,0,WD,Normal,290000
RL,73,8688,Pave,Reg,AllPub,Somerst,Norm,1Fam,1Story,5,2005,2005,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,1616,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,0,Attchd,2005,RFn,3,834,TA,0,WD,Normal,232000
RM,32,3363,Pave,Reg,AllPub,Edwards,Norm,TwnhsE,2Story,5,2004,2004,Gable,CompShg,VinylSd,Stone,TA,PConc,TA,976,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Maj1,0,Detchd,2004,Unf,2,380,TA,0,WD,Normal,130000
RL,108,13173,Pave,IR1,AllPub,NridgHt,Norm,1Fam,1Story,5,2006,2007,Hip,CompShg,VinylSd,Stone,TA,PConc,TA,1652,GasA,Ex,Y,SBrkr,2,2,1,Ex,6,Typ,2,Attchd,2006,Fin,2,840,TA,0,WD,Normal,325000
RL,48,6955,Pave,IR1,AllPub,NridgHt,Norm,TwnhsE,1Story,5,2005,2006,Gable,CompShg,VinylSd,Stone,TA,PConc,TA,1368,GasA,Ex,Y,SBrkr,2,2,1,Gd,6,Typ,1,Attchd,2005,RFn,2,474,TA,0,New,Partial,202500
RL,60,8072,Pave,Reg,AllPub,CollgCr,Norm,1Fam,1Story,5,1994,1995,Gable,CompShg,VinylSd,None,Gd,PConc,Gd,990,GasA,Ex,Y,SBrkr,1,3,1,TA,5,Typ,0,Detchd,2000,Unf,2,480,TA,0,WD,Normal,138000
RM,100,12000,Pave,Reg,AllPub,OldTown,Norm,1Fam,1Story,7,1948,2005,Gable,CompShg,MetalSd,None,TA,CBlock,TA,924,GasA,Ex,Y,SBrkr,1,2,1,Gd,6,Typ,0,Attchd,1948,Unf,2,528,TA,0,WD,Normal,147000
RL,NA,7153,Pave,Reg,AllPub,SawyerW,Norm,1Fam,1Story,5,1991,1991,Gable,CompShg,HdBoard,BrkFace,TA,CBlock,TA,1278,GasA,Gd,Y,SBrkr,2,3,1,Gd,6,Typ,0,Attchd,1991,RFn,2,496,TA,0,WD,Normal,179200
RL,100,17500,Pave,Reg,AllPub,Crawfor,PosA,1Fam,1Story,8,1959,2002,Gable,CompShg,BrkFace,None,Gd,PConc,TA,1902,GasA,TA,Y,SBrkr,2,3,1,Ex,7,Typ,2,Attchd,1959,Fin,2,567,TA,0,WD,Normal,335000
RL,68,8814,Pave,Reg,AllPub,CollgCr,Norm,1Fam,1Story,5,2005,2007,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,1274,GasA,Ex,Y,SBrkr,2,3,1,Gd,6,Typ,0,Attchd,2005,RFn,2,508,TA,0,New,Partial,203000
RL,NA,9572,Pave,IR1,AllPub,NoRidge,Norm,1Fam,2Story,5,1990,1990,Gable,CompShg,Wd Sdng,BrkFace,TA,PConc,TA,1453,GasA,Ex,Y,SBrkr,2,4,1,Gd,9,Typ,1,Attchd,1990,RFn,2,750,Gd,0,WD,Normal,302000
RL,108,14774,Pave,IR1,AllPub,NoRidge,Norm,1Fam,2Story,5,1999,1999,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,1393,GasA,Ex,Y,SBrkr,2,4,1,Gd,10,Typ,1,BuiltIn,1999,Fin,3,779,TA,0,WD,Normal,333168
RL,60,8190,Pave,Reg,AllPub,Edwards,Norm,1Fam,1Story,6,1954,1954,Hip,CompShg,Wd Sdng,None,TA,CBlock,TA,948,GasA,Ex,Y,SBrkr,1,3,1,TA,5,Typ,1,Detchd,1956,Unf,1,280,TA,0,WD,Normal,119000
RL,85,11075,Pave,Reg,AllPub,NAmes,Norm,1Fam,2Story,5,1969,1969,Gable,CompShg,HdBoard,None,TA,CBlock,TA,952,GasA,TA,Y,SBrkr,2,4,1,TA,9,Typ,2,Attchd,1969,Unf,2,576,TA,0,WD,Normal,206900
RL,61,10226,Pave,IR1,AllPub,CollgCr,Norm,1Fam,1Story,5,2008,2008,Gable,CompShg,VinylSd,Stone,TA,PConc,TA,1622,GasA,Ex,Y,SBrkr,2,3,1,Ex,8,Typ,1,Attchd,2008,RFn,3,860,TA,0,WD,Normal,295493
FV,47,4230,Pave,Reg,AllPub,Somerst,Norm,TwnhsE,1Story,5,2006,2007,Gable,CompShg,VinylSd,None,TA,PConc,Gd,1352,GasA,Ex,Y,SBrkr,2,2,1,Gd,5,Typ,1,Attchd,2006,RFn,2,466,TA,0,New,Partial,208900
RL,NA,14781,Pave,IR2,AllPub,CollgCr,Norm,1Fam,1Story,5,2001,2002,Hip,CompShg,VinylSd,BrkFace,TA,PConc,TA,1753,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,1,Attchd,2001,RFn,3,748,TA,0,WD,Normal,275000
RL,75,10215,Pave,Reg,AllPub,Edwards,Norm,1Fam,1Story,5,1954,1954,Hip,CompShg,Wd Sdng,BrkFace,TA,PConc,TA,864,GasA,Ex,Y,SBrkr,1,3,1,TA,5,Typ,0,Attchd,1954,Unf,1,248,TA,0,WD,Normal,111000
RL,70,8400,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,3,1957,1957,Hip,CompShg,BrkFace,None,TA,CBlock,TA,1478,GasA,Gd,Y,SBrkr,1,3,1,TA,6,Typ,2,Attchd,1957,RFn,2,442,TA,0,WD,Normal,156500
RL,NA,6627,Pave,IR1,AllPub,BrkSide,Feedr,1Fam,1Story,6,1949,1950,Hip,CompShg,VinylSd,None,TA,CBlock,NA,0,Floor,TA,N,SBrkr,1,2,1,TA,4,Typ,0,Detchd,1955,Unf,1,287,Fa,0,WD,Normal,72500
RL,107,10186,Pave,IR1,AllPub,NoRidge,Norm,1Fam,2Story,5,1992,1992,Gable,CompShg,HdBoard,None,TA,PConc,TA,750,GasA,Ex,Y,SBrkr,2,3,1,Gd,8,Typ,1,Attchd,1992,RFn,2,564,TA,0,WD,Normal,190000
RL,50,5330,Pave,Reg,AllPub,BrkSide,Norm,1Fam,1Story,7,1940,1950,Hip,CompShg,VinylSd,None,TA,CBlock,TA,420,GasA,Gd,Y,SBrkr,1,2,1,Fa,5,Typ,0,NA,NA,NA,0,0,NA,0,WD,Normal,82500
RL,75,9986,Pave,Reg,AllPub,Somerst,Norm,1Fam,1Story,5,2006,2007,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,1795,GasA,Ex,Y,SBrkr,2,2,1,Gd,7,Typ,1,Attchd,2007,RFn,3,895,TA,0,New,Partial,147000
